frame# 1    1822944988 []
frame# 307  1822955188 [(600, 451, 0, 4), (625, 450, 1, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 6), (660, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 521, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 570, 1, 5)]
frame# 308  1822955222 [(556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 570, 1, 4), (625, 451, 1, 4), (601, 451, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 6), (660, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 521, 0, 4), (668, 525, 1, 5)]
frame# 309  1822955255 [(624, 451, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (560, 471, 2, 5), (660, 478, 2, 5), (551, 493, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (660, 545, 1, 5), (574, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 4), (620, 569, 1, 5)]
frame# 310  1822955288 [(625, 451, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 521, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (643, 562, 1, 4), (620, 569, 1, 5)]
frame# 311  1822955322 [(625, 450, 1, 4), (601, 451, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 6), (660, 477, 2, 5), (552, 492, 2, 4), (669, 499, 2, 6), (548, 521, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 569, 1, 5)]
frame# 312  1822955355 [(625, 451, 1, 4), (601, 452, 0, 4), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 477, 2, 5), (551, 492, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (643, 563, 1, 4), (620, 570, 1, 5)]
frame# 313  1822955388 [(625, 450, 1, 4), (601, 453, 0, 3), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (552, 494, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 545, 1, 4), (575, 559, 1, 4), (642, 563, 1, 4), (593, 566, 2, 5), (620, 570, 1, 5)]
frame# 314  1822955422 [(624, 451, 1, 4), (601, 452, 0, 4), (581, 457, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (551, 494, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (661, 545, 1, 5), (572, 552, 2, 1), (575, 560, 1, 4), (642, 563, 1, 4), (594, 567, 2, 5), (621, 570, 1, 4)]
frame# 315  1822955455 [(624, 451, 1, 5), (601, 452, 0, 4), (581, 457, 1, 4), (645, 459, 2, 5), (561, 472, 2, 5), (660, 479, 2, 5), (552, 494, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (661, 545, 1, 5), (572, 552, 2, 1), (575, 560, 1, 4), (594, 566, 2, 5), (643, 562, 1, 4), (621, 569, 1, 5)]
frame# 316  1822955488 [(624, 451, 1, 4), (581, 457, 1, 4), (600, 452, 0, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 479, 2, 5), (551, 494, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (670, 526, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (643, 562, 1, 4), (593, 566, 2, 5), (620, 570, 1, 5)]
frame# 317  1822955522 [(624, 451, 1, 4), (601, 452, 0, 4), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 479, 2, 5), (551, 493, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (643, 562, 1, 4), (594, 567, 2, 5), (620, 570, 1, 5)]
frame# 318  1822955555 [(624, 451, 1, 4), (601, 453, 0, 3), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (551, 494, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (642, 563, 1, 4), (594, 567, 2, 5), (620, 570, 1, 5)]
frame# 319  1822955588 [(624, 451, 1, 4), (601, 453, 0, 3), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (551, 494, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (593, 566, 2, 5), (643, 562, 1, 4), (620, 570, 1, 5)]
frame# 320  1822955622 [(620, 570, 1, 5), (624, 452, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (552, 493, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 526, 1, 4), (556, 539, 2, 5), (661, 545, 1, 5), (575, 559, 1, 4), (642, 562, 1, 4), (594, 566, 2, 5)]
frame# 321  1822955655 [(625, 451, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (551, 493, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 524, 1, 4), (557, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (643, 562, 1, 4), (594, 566, 2, 5), (620, 569, 1, 5)]
frame# 322  1822955688 [(625, 451, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (550, 492, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 546, 1, 5), (575, 560, 1, 4), (594, 566, 2, 5), (642, 562, 1, 5), (620, 570, 1, 4)]
frame# 323  1822955722 [(624, 451, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 472, 2, 6), (660, 478, 2, 5), (550, 493, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (642, 562, 1, 4), (594, 566, 2, 5), (620, 570, 1, 4)]
frame# 324  1822955755 [(624, 451, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 472, 2, 6), (660, 478, 2, 5), (551, 493, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (593, 566, 2, 6), (642, 562, 1, 4), (620, 570, 1, 4)]
frame# 325  1822955788 [(624, 450, 1, 4), (600, 451, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 520, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 4), (620, 570, 1, 5)]
frame# 326  1822955822 [(624, 450, 1, 4), (601, 451, 0, 4), (581, 458, 1, 4), (645, 459, 2, 6), (561, 471, 2, 6), (660, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 520, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 570, 1, 5)]
frame# 327  1822955855 [(600, 451, 0, 4), (625, 451, 1, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 521, 0, 4), (668, 525, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 569, 1, 5)]
frame# 328  1822955888 [(600, 452, 0, 4), (624, 451, 1, 4), (581, 458, 1, 4), (645, 459, 2, 5), (560, 471, 2, 5), (660, 478, 2, 5), (550, 492, 2, 5), (669, 499, 2, 5), (548, 521, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (660, 545, 1, 5), (574, 559, 1, 4), (593, 566, 2, 6), (642, 562, 1, 4), (620, 569, 1, 5)]
frame# 329  1822955922 [(624, 451, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (660, 546, 1, 4), (575, 559, 1, 4), (593, 566, 2, 6), (642, 562, 1, 5), (620, 569, 1, 5)]
frame# 330  1822955955 [(600, 451, 0, 4), (625, 450, 1, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 520, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 570, 1, 4)]
frame# 331  1822955988 [(625, 451, 1, 4), (601, 451, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (661, 478, 2, 6), (551, 493, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 546, 1, 5), (574, 559, 1, 4), (594, 566, 2, 5), (643, 562, 1, 4), (620, 569, 1, 5)]
frame# 332  1822956022 [(625, 451, 1, 4), (601, 452, 0, 4), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (661, 478, 2, 6), (551, 492, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 525, 1, 4), (557, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 5), (643, 562, 1, 4), (620, 569, 1, 5)]
frame# 333  1822956055 [(669, 499, 2, 6), (548, 522, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (643, 562, 1, 4), (621, 569, 1, 4), (625, 450, 1, 4), (601, 451, 0, 4), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (552, 492, 2, 4)]
frame# 334  1822956088 [(625, 451, 1, 4), (601, 453, 0, 3), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (552, 492, 2, 4), (669, 499, 2, 6), (548, 522, 0, 4), (669, 525, 1, 4), (557, 539, 2, 5), (661, 545, 1, 4), (575, 559, 1, 4), (593, 566, 2, 5), (642, 563, 1, 4), (620, 570, 1, 4)]
frame# 335  1822956122 [(624, 451, 1, 4), (601, 452, 0, 4), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (551, 493, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 525, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (643, 563, 1, 4), (593, 566, 2, 5), (620, 569, 1, 5)]
frame# 336  1822956155 [(624, 450, 1, 4), (601, 453, 0, 3), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (552, 494, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (661, 545, 1, 4), (575, 559, 1, 4), (643, 562, 1, 4), (594, 567, 2, 5), (620, 570, 1, 5)]
frame# 337  1822956188 [(625, 451, 1, 4), (601, 453, 0, 3), (580, 458, 1, 4), (645, 459, 2, 6), (561, 471, 2, 5), (660, 478, 2, 5), (552, 494, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (661, 545, 1, 5), (575, 559, 1, 4), (643, 563, 1, 4), (594, 567, 2, 5), (620, 569, 1, 5)]
frame# 338  1822956222 [(624, 451, 1, 4), (580, 458, 1, 4), (601, 452, 0, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (551, 494, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (661, 545, 1, 5), (575, 560, 1, 4), (643, 562, 1, 4), (594, 567, 2, 5), (620, 570, 1, 4)]
frame# 339  1822956255 [(624, 451, 1, 4), (581, 457, 1, 4), (601, 453, 0, 3), (645, 459, 2, 5), (561, 472, 2, 5), (660, 478, 2, 5), (551, 493, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (572, 552, 2, 1), (575, 560, 1, 4), (642, 563, 1, 4), (593, 567, 2, 5), (621, 569, 1, 5)]
frame# 340  1822956288 [(624, 451, 1, 4), (601, 452, 0, 4), (580, 458, 1, 4), (645, 459, 2, 5), (561, 472, 2, 6), (660, 478, 2, 6), (551, 494, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (574, 560, 1, 4), (642, 563, 1, 4), (593, 566, 2, 5), (620, 570, 1, 4)]
frame# 341  1822956322 [(624, 451, 1, 5), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 472, 2, 6), (660, 478, 2, 5), (551, 494, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (661, 545, 1, 5), (572, 552, 2, 1), (575, 560, 1, 4), (642, 563, 1, 4), (594, 566, 2, 5), (621, 569, 1, 5)]
frame# 342  1822956355 [(624, 451, 1, 4), (601, 452, 0, 4), (580, 458, 1, 4), (645, 459, 2, 5), (561, 472, 2, 6), (660, 478, 2, 5), (551, 494, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 526, 1, 4), (556, 539, 2, 5), (661, 545, 1, 5), (575, 559, 1, 4), (642, 562, 1, 4), (593, 567, 2, 5), (620, 569, 1, 5)]
frame# 343  1822956388 [(625, 451, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (551, 493, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 5), (642, 562, 1, 4), (620, 569, 1, 5)]
frame# 344  1822956422 [(625, 451, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (551, 493, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (668, 525, 1, 5), (556, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 569, 1, 5)]
frame# 345  1822956455 [(669, 524, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 570, 1, 4), (625, 450, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (644, 458, 2, 5), (561, 471, 2, 5), (660, 477, 2, 5), (551, 492, 2, 5), (669, 499, 2, 6), (548, 520, 0, 4)]
frame# 346  1822956488 [(624, 451, 1, 4), (600, 453, 0, 4), (580, 458, 1, 4), (645, 459, 2, 5), (561, 472, 2, 6), (660, 478, 2, 5), (551, 494, 2, 5), (669, 500, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (556, 539, 2, 5), (661, 546, 1, 4), (575, 560, 1, 4), (643, 563, 1, 4), (593, 566, 2, 5), (620, 570, 1, 4)]
frame# 347  1822956522 [(600, 452, 0, 4), (624, 452, 1, 5), (581, 457, 1, 4), (645, 459, 2, 6), (560, 472, 2, 6), (659, 479, 2, 5), (549, 493, 2, 5), (668, 500, 2, 5), (547, 520, 0, 4), (669, 527, 1, 4), (556, 539, 2, 5), (660, 546, 1, 4), (572, 552, 2, 1), (574, 561, 1, 4), (641, 563, 1, 4), (593, 567, 2, 5), (620, 571, 1, 5)]
frame# 348  1822956555 [(600, 452, 0, 4), (624, 452, 1, 5), (581, 457, 1, 4), (644, 459, 2, 5), (560, 472, 2, 5), (660, 479, 2, 5), (550, 494, 2, 5), (668, 500, 2, 5), (548, 521, 0, 4), (669, 526, 1, 4), (556, 539, 2, 5), (661, 546, 1, 4), (572, 552, 2, 1), (575, 561, 1, 4), (642, 563, 1, 5), (593, 567, 2, 5), (620, 570, 1, 4)]
frame# 349  1822956588 [(600, 452, 0, 4), (624, 452, 1, 5), (581, 457, 1, 4), (644, 459, 2, 5), (560, 472, 2, 5), (660, 479, 2, 5), (550, 494, 2, 5), (669, 500, 2, 6), (548, 521, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 545, 1, 5), (574, 559, 1, 4), (643, 562, 1, 4), (593, 566, 2, 5), (620, 570, 1, 4)]
frame# 350  1822956622 [(600, 452, 0, 4), (624, 452, 1, 5), (581, 457, 1, 4), (645, 459, 2, 6), (560, 471, 2, 5), (660, 479, 2, 5), (551, 494, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 545, 1, 5), (575, 559, 1, 4), (594, 566, 2, 5), (643, 562, 1, 4), (620, 569, 1, 5)]
frame# 351  1822956655 [(624, 451, 1, 4), (580, 457, 1, 5), (601, 452, 0, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (552, 494, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (557, 539, 2, 5), (661, 545, 1, 5), (575, 559, 1, 4), (642, 563, 1, 4), (593, 566, 2, 5), (620, 570, 1, 5)]
frame# 352  1822956688 [(624, 451, 1, 4), (600, 452, 0, 4), (581, 457, 1, 4), (645, 459, 2, 5), (561, 472, 2, 6), (660, 478, 2, 5), (552, 493, 2, 4), (669, 499, 2, 5), (548, 522, 0, 4), (669, 526, 1, 4), (556, 539, 2, 5), (661, 546, 1, 4), (575, 561, 1, 4), (642, 563, 1, 4), (594, 567, 2, 5), (620, 571, 1, 4)]
frame# 353  1822956722 [(624, 452, 1, 4), (601, 452, 0, 4), (645, 459, 2, 5), (580, 458, 1, 4), (560, 471, 2, 5), (660, 479, 2, 5), (551, 493, 2, 5), (669, 500, 2, 6), (548, 522, 0, 4), (670, 527, 1, 4), (557, 539, 2, 5), (661, 546, 1, 4), (574, 561, 1, 4), (642, 563, 1, 4), (593, 567, 2, 5), (620, 570, 1, 4)]
frame# 354  1822956755 [(600, 452, 0, 4), (624, 452, 1, 5), (581, 457, 1, 4), (645, 459, 2, 6), (560, 472, 2, 5), (659, 479, 2, 5), (668, 500, 2, 5), (550, 493, 2, 5), (547, 521, 0, 4), (669, 527, 1, 4), (557, 540, 2, 5), (660, 547, 1, 4), (574, 561, 1, 4), (642, 563, 1, 4), (593, 567, 2, 5), (620, 570, 1, 4)]
frame# 355  1822956788 [(600, 452, 0, 4), (624, 452, 1, 4), (581, 457, 1, 4), (645, 459, 2, 5), (561, 472, 2, 5), (660, 478, 2, 5), (551, 493, 2, 5), (668, 500, 2, 5), (548, 522, 0, 4), (668, 526, 1, 4), (557, 539, 2, 5), (661, 546, 1, 4), (572, 552, 2, 1), (575, 561, 1, 4), (642, 563, 1, 4), (594, 567, 2, 5), (621, 570, 1, 4)]
frame# 356  1822956822 [(625, 451, 1, 4), (601, 453, 0, 3), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 478, 2, 5), (551, 493, 2, 5), (669, 499, 2, 6), (548, 521, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (643, 562, 1, 4), (621, 569, 1, 4)]
frame# 357  1822956855 [(624, 450, 1, 4), (581, 457, 1, 4), (599, 450, 0, 3), (645, 458, 2, 6), (561, 471, 2, 5), (661, 476, 2, 5), (551, 492, 2, 5), (668, 499, 2, 5), (548, 520, 0, 4), (668, 516, 2, 1), (669, 525, 1, 4), (555, 539, 2, 4), (660, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (642, 563, 1, 4), (621, 570, 1, 4)]
frame# 358  1822956888 [(548, 519, 0, 4), (668, 522, 1, 4), (556, 538, 2, 5), (660, 545, 1, 5), (642, 560, 1, 4), (575, 558, 1, 4), (594, 566, 2, 6), (620, 569, 1, 5), (625, 450, 1, 4), (580, 457, 1, 5), (599, 450, 0, 4), (644, 459, 2, 5), (561, 470, 2, 6), (661, 475, 2, 5), (550, 491, 2, 5), (668, 498, 2, 6)]
frame# 359  1822956922 [(599, 449, 0, 4), (625, 450, 1, 4), (580, 457, 1, 4), (645, 459, 2, 6), (560, 471, 2, 5), (661, 475, 2, 6), (550, 491, 2, 5), (668, 498, 2, 5), (548, 519, 0, 4), (668, 522, 1, 4), (556, 538, 2, 5), (660, 545, 1, 5), (642, 560, 1, 4), (574, 559, 1, 4), (594, 566, 2, 6), (620, 569, 1, 5)]
frame# 360  1822956955 [(599, 449, 0, 4), (624, 450, 1, 4), (580, 457, 1, 5), (644, 459, 2, 6), (560, 471, 2, 5), (660, 475, 2, 5), (550, 491, 2, 5), (668, 498, 2, 5), (548, 520, 0, 4), (668, 523, 1, 4), (555, 538, 2, 5), (660, 545, 1, 5), (575, 559, 1, 4), (593, 565, 2, 6), (642, 563, 1, 4), (620, 571, 1, 5)]
frame# 361  1822956988 [(599, 450, 0, 4), (624, 449, 1, 4), (581, 457, 1, 4), (645, 459, 2, 6), (560, 471, 2, 5), (661, 477, 2, 5), (550, 492, 2, 5), (668, 499, 2, 5), (548, 520, 0, 4), (669, 525, 1, 4), (556, 538, 2, 5), (660, 547, 1, 5), (575, 558, 1, 4), (642, 562, 1, 4), (594, 567, 2, 6), (620, 570, 1, 5)]
frame# 362  1822957022 [(624, 450, 1, 4), (600, 451, 0, 4), (581, 458, 1, 4), (645, 459, 2, 6), (561, 471, 2, 6), (660, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 520, 0, 4), (668, 525, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (642, 561, 1, 5), (593, 566, 2, 6), (619, 570, 1, 5)]
frame# 363  1822957055 [(600, 452, 0, 4), (624, 452, 1, 4), (581, 458, 1, 4), (644, 459, 2, 6), (560, 472, 2, 5), (659, 479, 2, 5), (550, 494, 2, 5), (668, 500, 2, 6), (548, 521, 0, 4), (669, 526, 1, 4), (556, 539, 2, 5), (660, 546, 1, 4), (572, 552, 2, 1), (574, 560, 1, 3), (641, 563, 1, 4), (593, 567, 2, 6), (620, 570, 1, 4)]
frame# 364  1822957088 [(600, 452, 0, 4), (624, 453, 1, 4), (580, 458, 1, 4), (644, 460, 2, 6), (559, 473, 2, 5), (659, 479, 2, 5), (549, 494, 2, 5), (668, 500, 2, 6), (547, 520, 0, 4), (669, 527, 1, 4), (556, 539, 2, 5), (660, 547, 1, 5), (572, 552, 2, 1), (574, 562, 1, 4), (641, 563, 1, 4), (593, 567, 2, 6), (620, 570, 1, 4)]
frame# 365  1822957122 [(600, 452, 0, 4), (624, 453, 1, 4), (580, 458, 1, 4), (644, 460, 2, 6), (559, 473, 2, 5), (659, 479, 2, 5), (549, 494, 2, 5), (668, 500, 2, 6), (547, 520, 0, 4), (668, 526, 1, 4), (556, 539, 2, 5), (660, 547, 1, 5), (572, 552, 2, 1), (574, 562, 1, 4), (641, 563, 1, 5), (593, 567, 2, 5), (620, 570, 1, 4)]
frame# 366  1822957155 [(600, 452, 0, 4), (624, 453, 1, 4), (581, 458, 1, 4), (644, 460, 2, 5), (560, 473, 2, 5), (659, 479, 2, 5), (549, 494, 2, 5), (668, 499, 2, 6), (547, 521, 0, 4), (669, 527, 1, 4), (556, 540, 2, 5), (660, 546, 1, 4), (574, 561, 1, 4), (641, 563, 1, 4), (593, 567, 2, 5), (620, 571, 1, 4)]
frame# 367  1822957188 [(599, 453, 0, 4), (624, 452, 1, 5), (580, 458, 1, 4), (644, 460, 2, 5), (560, 474, 2, 5), (659, 478, 2, 5), (549, 494, 2, 5), (668, 500, 2, 6), (547, 521, 0, 4), (669, 526, 1, 4), (557, 540, 2, 5), (660, 547, 1, 5), (574, 562, 1, 4), (594, 567, 2, 5), (641, 564, 1, 4), (620, 572, 1, 4)]
frame# 368  1822957222 [(599, 452, 0, 4), (624, 453, 1, 5), (581, 459, 1, 4), (645, 461, 2, 6), (560, 474, 2, 6), (661, 479, 2, 6), (550, 496, 2, 5), (668, 501, 2, 5), (669, 526, 1, 4), (548, 521, 0, 4), (557, 540, 2, 5), (660, 548, 1, 5), (574, 562, 1, 4), (594, 568, 2, 6), (642, 565, 1, 4), (620, 572, 1, 4)]
frame# 369  1822957255 [(625, 453, 1, 4), (581, 458, 1, 4), (600, 454, 0, 3), (645, 462, 2, 6), (560, 474, 2, 5), (661, 479, 2, 5), (550, 495, 2, 5), (668, 501, 2, 5), (547, 521, 0, 4), (670, 526, 1, 4), (557, 540, 2, 5), (660, 548, 1, 5), (574, 562, 1, 4), (594, 568, 2, 6), (642, 566, 1, 4), (620, 573, 1, 5)]
frame# 370  1822957288 [(624, 452, 1, 5), (580, 458, 1, 4), (600, 454, 0, 3), (646, 462, 2, 5), (560, 474, 2, 5), (661, 479, 2, 5), (551, 495, 2, 5), (669, 501, 2, 5), (547, 520, 0, 4), (670, 526, 1, 4), (557, 540, 2, 4), (660, 548, 1, 5), (574, 561, 1, 4), (642, 565, 1, 4), (594, 568, 2, 6), (620, 572, 1, 4)]
frame# 371  1822957322 [(557, 540, 2, 5), (660, 547, 1, 5), (574, 561, 1, 4), (594, 567, 2, 5), (643, 564, 1, 4), (620, 570, 1, 4), (624, 452, 1, 5), (600, 453, 0, 4), (580, 458, 1, 4), (646, 461, 2, 5), (661, 479, 2, 6), (560, 473, 2, 5), (551, 495, 2, 5), (669, 500, 2, 5), (544, 518, 0, 1), (549, 523, 0, 3), (670, 526, 1, 4)]
frame# 372  1822957355 [(600, 451, 0, 4), (624, 453, 1, 4), (580, 457, 1, 4), (646, 460, 2, 5), (660, 478, 2, 5), (561, 472, 2, 5), (552, 493, 2, 4), (669, 499, 2, 5), (548, 521, 0, 3), (671, 527, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (575, 561, 1, 4), (643, 563, 1, 4), (594, 567, 2, 5), (620, 570, 1, 4)]
frame# 373  1822957388 [(624, 451, 1, 4), (601, 452, 0, 4), (645, 458, 2, 5), (581, 458, 1, 4), (561, 471, 2, 5), (661, 479, 2, 6), (552, 494, 2, 5), (670, 499, 2, 5), (548, 522, 0, 4), (670, 525, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (595, 566, 2, 6), (643, 562, 1, 4), (621, 570, 1, 4)]
