frame# 1    1822944988 []
frame# 68   1822947222 [(643, 470, 1, 4), (616, 473, 0, 4), (662, 478, 2, 6), (597, 481, 1, 4), (579, 495, 2, 5), (679, 494, 2, 5), (689, 515, 2, 5), (572, 517, 2, 5), (693, 542, 1, 4), (569, 545, 0, 4), (580, 564, 2, 5), (684, 563, 1, 5), (667, 580, 1, 5), (599, 583, 1, 4), (620, 588, 2, 5), (644, 589, 1, 4)]
frame# 69   1822947255 [(644, 470, 1, 4), (617, 473, 0, 4), (597, 481, 1, 4), (663, 477, 2, 5), (579, 495, 2, 6), (679, 493, 2, 4), (690, 515, 2, 5), (572, 518, 2, 4), (693, 543, 1, 4), (569, 545, 0, 4), (580, 564, 2, 5), (684, 563, 1, 4), (667, 581, 1, 6), (599, 582, 1, 4), (620, 588, 2, 5), (645, 590, 1, 4)]
frame# 70   1822947288 [(644, 470, 1, 4), (616, 473, 0, 3), (599, 481, 1, 4), (664, 477, 2, 4), (579, 495, 2, 6), (679, 494, 2, 4), (690, 515, 2, 5), (572, 518, 2, 5), (692, 542, 1, 4), (570, 545, 0, 4), (581, 564, 2, 5), (684, 562, 1, 4), (668, 581, 1, 5), (600, 582, 1, 5), (619, 589, 2, 5), (646, 590, 1, 4)]
frame# 71   1822947322 [(643, 471, 1, 4), (618, 472, 0, 3), (663, 477, 2, 5), (599, 480, 1, 5), (581, 495, 2, 5), (682, 495, 2, 5), (690, 516, 2, 5), (571, 518, 2, 5), (692, 542, 1, 4), (572, 546, 0, 4), (582, 564, 2, 5), (685, 563, 1, 4), (600, 581, 1, 4), (668, 582, 1, 4), (620, 588, 2, 5), (647, 591, 1, 4)]
frame# 72   1822947355 [(644, 470, 1, 5), (620, 473, 0, 4), (600, 480, 1, 5), (665, 478, 2, 5), (581, 495, 2, 5), (682, 494, 2, 6), (691, 515, 2, 5), (571, 518, 2, 5), (694, 542, 1, 4), (571, 546, 0, 4), (582, 564, 2, 5), (685, 565, 1, 4), (600, 581, 1, 4), (668, 582, 1, 4), (621, 588, 2, 5), (648, 591, 1, 4)]
frame# 73   1822947388 [(644, 470, 1, 5), (620, 473, 0, 4), (665, 479, 2, 6), (600, 481, 1, 4), (581, 494, 2, 5), (683, 495, 2, 5), (692, 515, 2, 5), (572, 518, 2, 5), (695, 543, 1, 4), (572, 545, 0, 4), (685, 564, 1, 4), (583, 563, 2, 4), (600, 581, 1, 4), (668, 582, 1, 4), (622, 587, 2, 5), (648, 590, 1, 4)]
frame# 74   1822947422 [(645, 470, 1, 4), (620, 473, 0, 4), (666, 479, 2, 5), (600, 481, 1, 5), (581, 495, 2, 5), (683, 495, 2, 5), (692, 515, 2, 5), (573, 516, 2, 4), (695, 542, 1, 4), (572, 546, 0, 4), (582, 563, 2, 5), (685, 564, 1, 5), (600, 581, 1, 4), (668, 582, 1, 4), (622, 588, 2, 5), (648, 590, 1, 4)]
frame# 75   1822947455 [(647, 471, 1, 4), (619, 473, 0, 4), (666, 479, 2, 6), (600, 481, 1, 5), (583, 495, 2, 5), (683, 495, 2, 5), (693, 517, 2, 5), (573, 518, 2, 5), (696, 543, 1, 4), (571, 546, 0, 4), (583, 564, 2, 5), (686, 565, 1, 4), (670, 582, 1, 4), (602, 582, 1, 4), (622, 590, 2, 6), (648, 591, 1, 4)]
frame# 76   1822947488 [(672, 582, 1, 4), (623, 589, 2, 5), (648, 592, 1, 4), (648, 472, 1, 4), (621, 473, 0, 4), (667, 479, 2, 6), (602, 481, 1, 4), (584, 496, 2, 6), (683, 496, 2, 5), (576, 518, 2, 4), (694, 519, 2, 5), (696, 543, 1, 4), (571, 545, 0, 5), (687, 565, 1, 5), (583, 565, 2, 5), (603, 583, 1, 4)]
frame# 77   1822947522 [(647, 472, 1, 5), (668, 479, 2, 6), (602, 482, 1, 4), (624, 474, 0, 4), (585, 496, 2, 5), (685, 496, 2, 5), (575, 517, 2, 5), (694, 518, 2, 5), (696, 543, 1, 4), (574, 546, 0, 4), (585, 564, 2, 5), (688, 567, 1, 4), (672, 583, 1, 5), (603, 584, 1, 4), (649, 592, 1, 5), (624, 590, 2, 5)]
frame# 78   1822947555 [(649, 473, 1, 4), (623, 474, 0, 4), (670, 479, 2, 6), (604, 482, 1, 4), (586, 496, 2, 5), (687, 497, 2, 5), (576, 518, 2, 5), (696, 519, 2, 6), (575, 545, 0, 4), (697, 545, 1, 4), (586, 563, 2, 4), (688, 566, 1, 5), (672, 582, 1, 4), (604, 583, 1, 4), (623, 590, 2, 5), (650, 593, 1, 4)]
frame# 79   1822947588 [(623, 474, 0, 4), (652, 474, 1, 5), (672, 480, 2, 5), (605, 482, 1, 4), (587, 496, 2, 5), (688, 498, 2, 5), (578, 519, 2, 5), (697, 520, 2, 6), (698, 546, 1, 4), (576, 546, 0, 4), (587, 564, 2, 5), (690, 567, 1, 5), (604, 584, 1, 4), (673, 584, 1, 4), (625, 591, 2, 6), (651, 594, 1, 5)]
frame# 80   1822947622 [(652, 474, 1, 4), (627, 475, 0, 4), (608, 482, 1, 4), (671, 482, 2, 5), (588, 498, 2, 5), (689, 499, 2, 6), (580, 519, 2, 5), (698, 520, 2, 5), (700, 546, 1, 4), (577, 547, 0, 4), (587, 565, 2, 5), (691, 568, 1, 5), (606, 586, 1, 4), (674, 586, 1, 4), (626, 591, 2, 5), (652, 594, 1, 4)]
frame# 81   1822947655 [(655, 474, 1, 5), (628, 476, 0, 4), (674, 483, 2, 5), (608, 482, 1, 4), (590, 497, 2, 5), (691, 499, 2, 6), (582, 519, 2, 5), (700, 522, 2, 5), (579, 547, 0, 4), (700, 546, 1, 4), (692, 569, 1, 5), (590, 566, 2, 4), (607, 585, 1, 4), (676, 586, 1, 5), (627, 591, 2, 5), (653, 594, 1, 4)]
frame# 82   1822947688 [(657, 477, 1, 4), (632, 477, 0, 4), (676, 483, 2, 6), (612, 484, 1, 5), (593, 498, 2, 5), (692, 501, 2, 5), (584, 519, 2, 5), (701, 523, 2, 6), (704, 548, 1, 4), (580, 549, 0, 3), (591, 566, 2, 4), (695, 570, 1, 4), (609, 586, 1, 4), (676, 587, 1, 4), (629, 593, 2, 6), (655, 597, 1, 4)]
frame# 83   1822947722 [(660, 478, 1, 4), (613, 484, 1, 4), (632, 478, 0, 4), (679, 484, 2, 5), (595, 499, 2, 5), (695, 503, 2, 6), (704, 525, 2, 5), (585, 520, 2, 4), (584, 549, 0, 4), (705, 550, 1, 4), (593, 567, 2, 5), (696, 572, 1, 5), (611, 587, 1, 4), (678, 591, 1, 4), (631, 595, 2, 6), (656, 598, 1, 4)]
frame# 84   1822947755 [(636, 480, 0, 4), (662, 479, 1, 4), (682, 487, 2, 5), (617, 487, 1, 4), (596, 499, 2, 5), (698, 504, 2, 5), (707, 527, 2, 5), (588, 521, 2, 4), (583, 550, 0, 4), (708, 552, 1, 4), (596, 568, 2, 5), (698, 574, 1, 4), (612, 589, 1, 4), (680, 590, 1, 4), (632, 596, 2, 6), (658, 599, 1, 4)]
frame# 85   1822947788 [(664, 480, 1, 5), (640, 480, 0, 4), (684, 488, 2, 6), (619, 488, 1, 4), (599, 502, 2, 5), (699, 506, 2, 5), (590, 522, 2, 5), (709, 528, 2, 5), (709, 554, 1, 4), (588, 550, 0, 4), (596, 569, 2, 4), (700, 575, 1, 4), (614, 591, 1, 4), (684, 593, 1, 4), (634, 596, 2, 5), (660, 601, 1, 4)]
frame# 86   1822947822 [(668, 483, 1, 4), (642, 481, 0, 4), (621, 489, 1, 4), (687, 490, 2, 5), (603, 503, 2, 5), (704, 507, 2, 5), (592, 523, 2, 5), (712, 528, 1, 4), (590, 553, 0, 3), (712, 555, 1, 4), (600, 569, 2, 4), (703, 579, 1, 4), (616, 589, 1, 4), (684, 593, 1, 4), (638, 598, 2, 6), (663, 602, 1, 5)]
frame# 87   1822947855 [(672, 484, 1, 5), (645, 485, 0, 4), (625, 489, 1, 4), (692, 492, 2, 5), (606, 504, 2, 5), (706, 510, 2, 5), (596, 526, 2, 5), (715, 532, 2, 5), (592, 553, 0, 4), (716, 558, 1, 4), (604, 572, 2, 5), (705, 580, 1, 4), (620, 593, 1, 4), (640, 600, 2, 5), (688, 597, 1, 4), (666, 605, 1, 4)]
frame# 88   1822947888 [(647, 486, 0, 4), (676, 486, 1, 5), (629, 493, 1, 4), (694, 494, 2, 6), (609, 506, 2, 5), (710, 512, 2, 5), (599, 528, 2, 6), (718, 534, 2, 5), (596, 555, 0, 4), (720, 561, 1, 4), (606, 575, 2, 5), (708, 582, 1, 4), (624, 594, 1, 4), (692, 598, 1, 5), (669, 606, 1, 4), (644, 602, 2, 5)]
frame# 89   1822947922 [(721, 536, 2, 5), (600, 558, 0, 3), (723, 562, 1, 5), (610, 575, 2, 5), (712, 583, 1, 4), (696, 599, 1, 5), (647, 603, 2, 6), (628, 595, 1, 4), (672, 606, 1, 4), (680, 487, 1, 5), (652, 487, 0, 4), (632, 494, 1, 4), (698, 495, 2, 6), (613, 507, 2, 5), (715, 515, 2, 5), (603, 528, 2, 5)]
frame# 90   1822947955 [(684, 490, 1, 5), (658, 489, 0, 4), (636, 496, 1, 4), (703, 499, 2, 6), (618, 510, 2, 5), (719, 515, 2, 5), (608, 531, 2, 5), (727, 538, 2, 5), (605, 559, 0, 4), (728, 565, 1, 4), (616, 578, 2, 5), (716, 586, 1, 4), (632, 598, 1, 4), (700, 602, 1, 4), (677, 610, 1, 4), (652, 606, 2, 5)]
frame# 91   1822947988 [(688, 492, 1, 4), (663, 492, 0, 4), (643, 498, 1, 4), (708, 500, 2, 5), (623, 512, 2, 5), (722, 518, 2, 5), (613, 534, 2, 6), (733, 540, 2, 4), (611, 562, 0, 4), (732, 566, 1, 4), (620, 580, 2, 5), (724, 588, 1, 4), (637, 600, 1, 4), (704, 604, 1, 5), (656, 608, 2, 5), (683, 613, 1, 4)]
frame# 92   1822948022 [(692, 494, 1, 4), (648, 502, 1, 4), (668, 495, 0, 4), (713, 503, 2, 6), (629, 515, 2, 6), (728, 522, 2, 5), (618, 536, 2, 5), (737, 543, 2, 6), (616, 565, 0, 4), (738, 571, 1, 4), (625, 583, 2, 5), (728, 590, 1, 4), (643, 604, 1, 4), (712, 608, 1, 4), (663, 611, 2, 5), (688, 615, 1, 4)]
frame# 93   1822948055 [(672, 499, 0, 4), (700, 498, 1, 4), (653, 505, 1, 4), (718, 507, 2, 6), (634, 519, 2, 6), (736, 524, 2, 5), (624, 540, 2, 5), (743, 546, 2, 5), (623, 568, 0, 4), (744, 574, 1, 4), (631, 587, 2, 5), (735, 594, 1, 5), (649, 607, 1, 4), (716, 610, 1, 4), (669, 615, 2, 6), (696, 618, 1, 5)]
frame# 94   1822948088 [(704, 502, 1, 4), (680, 502, 0, 4), (660, 509, 1, 5), (725, 510, 2, 6), (641, 522, 2, 5), (741, 527, 2, 5), (631, 544, 2, 5), (750, 550, 2, 5), (628, 572, 0, 4), (752, 576, 1, 5), (638, 591, 2, 5), (741, 598, 1, 4), (656, 611, 1, 4), (724, 614, 1, 4), (676, 617, 2, 4), (702, 622, 1, 5)]
frame# 95   1822948122 [(712, 505, 1, 4), (688, 506, 0, 4), (667, 514, 1, 4), (732, 514, 2, 5), (647, 528, 2, 6), (748, 530, 2, 5), (638, 548, 2, 5), (757, 554, 2, 6), (759, 579, 1, 4), (637, 577, 0, 3), (645, 595, 2, 5), (748, 602, 1, 4), (664, 613, 1, 4), (732, 617, 1, 4), (683, 623, 2, 6), (710, 626, 1, 5)]
frame# 96   1822948155 [(720, 510, 1, 4), (675, 517, 1, 4), (696, 512, 0, 4), (740, 519, 2, 6), (756, 535, 2, 6), (656, 534, 2, 5), (646, 555, 2, 6), (765, 558, 2, 5), (768, 585, 1, 5), (645, 583, 0, 4), (655, 602, 2, 5), (760, 605, 1, 5), (674, 622, 1, 4), (742, 623, 1, 5), (694, 628, 2, 5), (720, 633, 1, 4)]
frame# 97   1822948188 [(728, 517, 1, 5), (703, 518, 0, 4), (749, 525, 2, 6), (684, 527, 1, 4), (666, 539, 2, 5), (765, 543, 2, 5), (656, 562, 2, 5), (776, 563, 2, 5), (778, 589, 1, 5), (656, 591, 0, 4), (666, 609, 2, 5), (770, 614, 1, 5), (683, 630, 1, 4), (753, 631, 1, 4), (705, 636, 2, 6), (731, 638, 1, 5)]
frame# 98   1822948222 [(716, 526, 0, 4), (759, 531, 2, 6), (739, 522, 1, 4), (694, 532, 1, 4), (676, 547, 2, 6), (776, 548, 2, 6), (667, 569, 2, 5), (786, 570, 2, 5), (789, 597, 1, 4), (669, 598, 0, 4), (676, 615, 2, 5), (780, 618, 1, 4), (764, 637, 1, 5), (695, 636, 1, 4), (742, 646, 1, 4), (716, 642, 2, 4)]
frame# 99   1822948255 [(750, 530, 1, 4), (725, 531, 0, 4), (770, 537, 2, 6), (705, 539, 1, 4), (685, 554, 2, 5), (788, 553, 2, 5), (678, 576, 2, 5), (798, 576, 2, 5), (800, 602, 1, 4), (677, 605, 0, 4), (689, 623, 2, 5), (792, 626, 1, 4), (707, 641, 1, 5), (776, 643, 1, 5), (729, 650, 2, 5), (753, 652, 1, 5)]
frame# 100  1822948288 [(760, 536, 1, 5), (782, 543, 2, 6), (736, 539, 0, 3), (715, 546, 1, 4), (697, 562, 2, 6), (799, 560, 2, 5), (690, 583, 2, 6), (809, 582, 2, 5), (812, 610, 1, 4), (690, 613, 0, 4), (804, 633, 1, 5), (700, 631, 2, 4), (719, 649, 1, 4), (788, 650, 1, 5), (740, 657, 2, 5), (766, 659, 1, 5)]
frame# 101  1822948322 [(772, 544, 1, 5), (749, 547, 0, 4), (793, 551, 2, 6), (728, 554, 1, 4), (810, 567, 2, 5), (710, 569, 2, 5), (701, 590, 2, 5), (821, 590, 2, 5), (825, 616, 1, 5), (702, 621, 0, 4), (713, 639, 2, 6), (816, 639, 1, 4), (733, 658, 1, 4), (800, 658, 1, 4), (753, 664, 2, 6), (780, 667, 1, 5)]
frame# 102  1822948355 [(760, 554, 0, 4), (806, 558, 2, 6), (740, 562, 1, 4), (823, 575, 2, 5), (723, 577, 2, 6), (833, 597, 2, 6), (714, 600, 2, 5), (836, 623, 1, 4), (716, 629, 0, 4), (830, 646, 1, 5), (725, 646, 2, 5), (814, 664, 1, 5), (745, 666, 1, 4), (766, 671, 2, 5), (791, 673, 1, 5), (784, 551, 1, 4)]
frame# 103  1822948388 [(798, 559, 1, 4), (772, 562, 0, 4), (817, 566, 2, 6), (752, 570, 1, 4), (836, 582, 2, 5), (734, 585, 2, 6), (845, 603, 2, 5), (727, 607, 2, 6), (851, 630, 1, 4), (728, 638, 0, 4), (738, 655, 2, 5), (842, 655, 1, 5), (826, 671, 1, 5), (759, 674, 1, 5), (779, 680, 2, 5), (805, 683, 1, 4)]
frame# 104  1822948422 [(809, 566, 1, 4), (785, 568, 0, 4), (831, 572, 2, 4), (766, 577, 1, 4), (848, 589, 2, 4), (748, 592, 2, 5), (859, 610, 2, 5), (739, 615, 2, 5), (862, 637, 1, 4), (742, 644, 0, 4), (753, 661, 2, 4), (856, 661, 1, 4), (839, 677, 1, 5), (772, 682, 1, 4), (819, 689, 1, 4), (791, 685, 2, 4)]
frame# 105  1822948455 [(820, 569, 1, 4), (796, 575, 0, 4), (842, 578, 2, 5), (776, 582, 1, 4), (860, 593, 2, 5), (759, 599, 2, 5), (871, 616, 2, 5), (752, 621, 2, 4), (874, 642, 1, 4), (753, 651, 0, 4), (868, 665, 1, 5), (763, 667, 2, 4), (852, 682, 1, 5), (784, 686, 1, 4), (804, 692, 2, 5), (831, 695, 1, 4)]
frame# 106  1822948488 [(852, 582, 2, 5), (808, 579, 0, 4), (832, 575, 1, 4), (788, 586, 1, 4), (871, 599, 2, 5), (769, 603, 2, 6), (881, 620, 2, 5), (762, 626, 2, 5), (884, 646, 1, 4), (765, 656, 0, 4), (775, 672, 2, 4), (878, 671, 1, 5), (796, 692, 1, 5), (863, 689, 1, 4), (816, 696, 2, 4), (842, 698, 1, 4)]
frame# 107  1822948522 [(842, 583, 1, 4), (863, 587, 2, 5), (817, 583, 0, 4), (797, 593, 1, 5), (880, 602, 2, 4), (780, 609, 2, 6), (892, 626, 2, 4), (774, 630, 2, 5), (897, 653, 1, 4), (776, 663, 0, 4), (890, 676, 1, 4), (786, 679, 2, 5), (874, 695, 1, 4), (807, 699, 1, 4), (827, 704, 2, 5), (852, 704, 1, 5)]
frame# 108  1822948555 [(852, 587, 1, 4), (872, 594, 2, 5), (829, 591, 0, 4), (809, 599, 1, 4), (892, 609, 2, 4), (791, 615, 2, 5), (903, 631, 2, 5), (784, 637, 2, 5), (907, 659, 1, 4), (785, 668, 0, 4), (900, 682, 1, 5), (796, 686, 2, 4), (885, 700, 1, 5), (817, 704, 1, 5), (838, 711, 2, 5), (864, 710, 1, 5)]
frame# 109  1822948588 [(860, 592, 1, 5), (882, 598, 2, 5), (838, 595, 0, 4), (817, 605, 1, 4), (900, 614, 2, 5), (800, 621, 2, 5), (912, 635, 2, 5), (793, 643, 2, 5), (916, 662, 1, 4), (796, 675, 0, 4), (910, 686, 1, 5), (808, 690, 2, 4), (896, 705, 1, 4), (828, 711, 1, 4), (873, 715, 1, 5), (847, 714, 2, 4)]
frame# 110  1822948622 [(871, 598, 1, 4), (891, 602, 2, 5), (847, 601, 0, 4), (827, 611, 1, 4), (910, 619, 2, 4), (810, 627, 2, 5), (920, 639, 2, 4), (804, 649, 2, 4), (926, 667, 1, 3), (806, 680, 0, 4), (919, 690, 1, 4), (816, 695, 2, 4), (904, 709, 1, 5), (836, 714, 1, 4), (884, 720, 1, 5), (856, 718, 2, 4)]
frame# 111  1822948655 [(880, 601, 1, 4), (900, 605, 2, 5), (856, 605, 0, 4), (835, 615, 1, 4), (918, 622, 2, 4), (818, 631, 2, 5), (929, 641, 2, 4), (812, 653, 2, 4), (934, 671, 1, 4), (814, 682, 0, 4), (928, 693, 1, 5), (824, 699, 2, 4), (912, 711, 1, 4), (845, 719, 1, 4), (892, 722, 1, 5), (867, 723, 2, 5)]
frame# 112  1822948688 [(888, 604, 1, 4), (865, 608, 0, 3), (908, 610, 2, 4), (844, 618, 1, 5), (927, 625, 2, 4), (827, 633, 2, 4), (938, 646, 2, 4), (820, 657, 1, 4), (943, 673, 1, 2), (824, 686, 0, 4), (936, 695, 1, 4), (834, 703, 2, 4), (921, 714, 1, 4), (855, 721, 1, 4), (876, 725, 2, 4), (901, 727, 1, 4)]
frame# 113  1822948722 [(896, 606, 1, 4), (916, 612, 2, 5), (871, 612, 0, 3), (852, 620, 1, 4), (933, 628, 2, 4), (836, 636, 2, 4), (945, 649, 2, 4), (827, 659, 2, 4), (950, 675, 1, 3), (832, 690, 0, 4), (944, 698, 1, 4), (843, 705, 2, 4), (929, 718, 1, 4), (863, 724, 1, 4), (908, 729, 1, 5), (884, 729, 2, 4)]
frame# 114  1822948755 [(901, 610, 1, 4), (922, 615, 2, 5), (878, 615, 0, 3), (858, 623, 1, 4), (940, 631, 2, 4), (841, 639, 2, 5), (952, 650, 2, 4), (835, 663, 2, 5), (957, 678, 1, 4), (838, 692, 0, 4), (951, 702, 1, 4), (849, 709, 2, 4), (937, 720, 1, 5), (869, 727, 1, 4), (916, 731, 1, 5), (891, 732, 2, 5)]
frame# 115  1822948788 [(908, 613, 1, 5), (929, 618, 2, 4), (884, 617, 0, 4), (865, 626, 1, 4), (948, 633, 2, 4), (848, 640, 2, 4), (852, 650, 2, 1), (959, 654, 2, 4), (842, 668, 2, 4), (964, 681, 1, 3), (845, 695, 0, 4), (958, 705, 1, 5), (856, 713, 2, 5), (944, 723, 1, 5), (877, 729, 1, 4), (896, 732, 2, 4), (924, 735, 1, 4)]
frame# 116  1822948822 [(915, 615, 1, 4), (936, 620, 2, 4), (890, 619, 0, 4), (870, 630, 1, 4), (954, 636, 2, 4), (854, 647, 2, 4), (966, 658, 2, 4), (847, 670, 2, 5), (971, 684, 1, 3), (853, 700, 0, 3), (964, 707, 1, 4), (863, 716, 2, 5), (952, 726, 1, 4), (883, 735, 1, 5), (903, 739, 2, 5), (930, 738, 1, 4)]
frame# 117  1822948855 [(921, 618, 1, 4), (897, 624, 0, 4), (941, 623, 2, 4), (876, 632, 1, 5), (960, 638, 2, 4), (860, 650, 2, 5), (972, 660, 2, 4), (855, 672, 2, 4), (978, 686, 1, 3), (852, 698, 0, 1), (859, 704, 0, 4), (971, 711, 1, 4), (957, 730, 1, 4), (868, 719, 2, 4), (889, 737, 1, 4), (936, 741, 1, 5), (912, 740, 2, 4)]
frame# 118  1822948888 [(926, 622, 1, 4), (904, 626, 0, 4), (948, 625, 2, 4), (884, 636, 1, 4), (966, 642, 2, 3), (867, 652, 2, 4), (977, 660, 2, 3), (860, 675, 2, 4), (982, 690, 1, 3), (864, 705, 0, 4), (976, 713, 1, 5), (876, 721, 2, 4), (964, 732, 1, 4), (896, 739, 1, 4), (916, 743, 2, 4), (943, 744, 1, 4)]
frame# 119  1822948922 [(933, 624, 1, 4), (909, 629, 0, 4), (953, 629, 1, 4), (889, 638, 1, 4), (971, 644, 2, 4), (872, 655, 2, 4), (984, 665, 2, 4), (867, 679, 2, 5), (990, 690, 1, 3), (870, 708, 0, 4), (984, 715, 1, 4), (883, 724, 2, 4), (969, 734, 1, 4), (902, 742, 1, 4), (948, 746, 1, 4), (924, 746, 2, 4)]
frame# 120  1822948955 [(939, 627, 1, 4), (914, 632, 0, 3), (959, 631, 2, 5), (896, 641, 1, 4), (978, 646, 2, 4), (880, 657, 2, 4), (989, 666, 2, 3), (872, 681, 2, 4), (995, 694, 1, 2), (876, 711, 0, 4), (988, 717, 1, 5), (887, 728, 2, 5), (975, 736, 1, 4), (909, 745, 1, 4), (929, 748, 2, 4), (955, 748, 1, 4)]
frame# 121  1822948988 [(944, 629, 1, 5), (920, 633, 0, 4), (964, 633, 2, 4), (900, 642, 1, 4), (984, 648, 2, 4), (884, 660, 2, 5), (996, 668, 2, 4), (879, 682, 2, 4), (876, 690, 2, 1), (1000, 694, 1, 3), (882, 712, 0, 4), (995, 718, 1, 4), (893, 729, 2, 4), (980, 738, 1, 4), (914, 746, 1, 4), (934, 751, 2, 5), (961, 750, 1, 4)]
frame# 122  1822949022 [(949, 630, 1, 4), (969, 635, 2, 4), (925, 636, 0, 4), (906, 645, 1, 4), (988, 651, 2, 4), (890, 662, 2, 4), (1000, 670, 2, 4), (884, 685, 2, 4), (1006, 697, 1, 3), (888, 715, 0, 4), (1001, 721, 1, 4), (899, 731, 2, 5), (987, 740, 1, 4), (920, 749, 1, 4), (940, 753, 2, 4), (966, 752, 1, 3)]
frame# 123  1822949055 [(955, 634, 1, 4), (976, 636, 2, 4), (931, 638, 0, 3), (912, 647, 1, 4), (994, 652, 1, 4), (895, 664, 2, 4), (1005, 673, 1, 4), (888, 687, 2, 4), (1010, 699, 1, 3), (893, 716, 0, 4), (1005, 723, 1, 4), (904, 733, 2, 4), (992, 742, 1, 4), (925, 750, 1, 4), (945, 755, 2, 5), (971, 755, 1, 5)]
frame# 124  1822949088 [(960, 634, 1, 4), (980, 639, 2, 4), (936, 640, 0, 4), (917, 650, 1, 4), (998, 654, 2, 4), (900, 666, 2, 4), (1011, 675, 2, 4), (894, 691, 2, 5), (1015, 702, 1, 4), (898, 720, 0, 4), (1011, 726, 1, 4), (910, 736, 2, 4), (996, 745, 1, 5), (931, 755, 1, 4), (952, 757, 2, 4), (977, 758, 1, 4)]
frame# 125  1822949122 [(964, 638, 1, 4), (985, 642, 2, 4), (940, 643, 0, 4), (920, 652, 1, 5), (1004, 656, 2, 4), (905, 670, 2, 4), (1015, 678, 2, 5), (900, 693, 2, 4), (1023, 704, 1, 3), (905, 722, 0, 4), (1016, 728, 1, 4), (914, 739, 2, 5), (1002, 748, 1, 4), (936, 757, 1, 5), (956, 760, 2, 4), (982, 759, 1, 3)]
frame# 126  1822949155 [(968, 641, 1, 5), (991, 644, 2, 4), (945, 645, 0, 4), (926, 656, 1, 4), (1008, 658, 2, 4), (912, 673, 2, 4), (1021, 680, 2, 4), (904, 695, 2, 4), (1026, 706, 1, 4), (909, 726, 0, 4), (1020, 730, 1, 4), (919, 742, 2, 5), (1007, 751, 1, 4), (941, 759, 1, 4), (961, 760, 2, 3), (987, 763, 1, 4), (960, 770, 2, 1)]
frame# 127  1822949188 [(931, 658, 1, 4), (1014, 662, 2, 4), (916, 675, 2, 5), (1024, 682, 2, 4), (909, 700, 2, 4), (1030, 709, 1, 3), (913, 728, 0, 4), (1026, 733, 1, 4), (925, 744, 1, 3), (1013, 752, 1, 4), (946, 762, 1, 4), (968, 764, 2, 4), (993, 766, 1, 4), (975, 643, 1, 4), (995, 647, 2, 4), (948, 644, 1, 1), (952, 649, 0, 3)]
frame# 128  1822949222 [(978, 646, 1, 4), (1000, 650, 2, 4), (956, 650, 0, 4), (936, 661, 1, 4), (1019, 664, 2, 4), (919, 677, 2, 4), (1031, 685, 2, 4), (916, 700, 2, 4), (1035, 710, 1, 4), (920, 730, 0, 3), (1031, 735, 1, 4), (1017, 754, 1, 4), (929, 746, 2, 4), (951, 764, 1, 4), (997, 766, 1, 4), (971, 766, 2, 4)]
frame# 129  1822949255 [(985, 646, 1, 4), (1004, 650, 2, 5), (960, 652, 0, 4), (941, 662, 1, 4), (1023, 665, 2, 4), (924, 677, 2, 4), (1036, 686, 2, 4), (928, 686, 2, 1), (919, 703, 2, 5), (1041, 711, 1, 3), (1036, 735, 1, 4), (923, 732, 0, 4), (935, 748, 2, 4), (1023, 755, 1, 4), (956, 765, 1, 5), (1003, 768, 1, 4), (977, 768, 2, 4)]
frame# 130  1822949288 [(988, 648, 1, 4), (964, 653, 0, 4), (1009, 652, 2, 4), (945, 663, 1, 4), (1027, 667, 2, 4), (931, 680, 2, 4), (1040, 687, 2, 5), (923, 703, 2, 4), (1046, 714, 1, 3), (928, 733, 0, 4), (1040, 737, 1, 5), (939, 749, 2, 4), (1028, 757, 1, 4), (960, 766, 1, 4), (981, 769, 2, 4), (1008, 769, 1, 4)]
frame# 131  1822949322 [(993, 650, 1, 4), (1013, 653, 1, 4), (968, 655, 0, 4), (950, 666, 1, 4), (1032, 667, 2, 4), (935, 682, 2, 4), (1044, 688, 2, 4), (930, 705, 2, 4), (1050, 715, 1, 3), (933, 735, 0, 4), (1044, 738, 1, 4), (944, 751, 2, 4), (1031, 758, 1, 4), (965, 768, 1, 4), (986, 771, 2, 5), (1012, 771, 1, 4)]
frame# 132  1822949355 [(997, 650, 1, 4), (974, 655, 0, 4), (1018, 653, 2, 4), (955, 666, 1, 4), (1037, 669, 2, 3), (939, 684, 2, 4), (1049, 690, 2, 4), (933, 705, 2, 4), (1054, 716, 1, 3), (937, 736, 0, 4), (1049, 739, 1, 4), (949, 752, 2, 4), (1036, 759, 1, 5), (971, 770, 1, 4), (1016, 773, 1, 5), (992, 773, 2, 4)]
frame# 133  1822949388 [(1000, 652, 1, 5), (1022, 656, 2, 4), (978, 658, 0, 4), (960, 669, 1, 4), (1040, 670, 2, 4), (944, 686, 2, 4), (1052, 691, 2, 4), (938, 709, 1, 4), (1058, 719, 1, 3), (936, 734, 0, 1), (943, 740, 0, 4), (1054, 742, 1, 4), (952, 755, 2, 4), (1041, 762, 1, 4), (975, 772, 1, 4), (1020, 773, 1, 5), (995, 774, 2, 5)]
frame# 134  1822949422 [(1004, 655, 1, 4), (1024, 658, 2, 4), (982, 659, 0, 4), (963, 670, 1, 4), (1045, 673, 2, 4), (948, 688, 2, 5), (1057, 694, 2, 4), (941, 710, 2, 4), (1062, 720, 1, 3), (945, 740, 0, 4), (1057, 744, 1, 4), (957, 757, 1, 4), (1044, 763, 1, 4), (1024, 775, 1, 4), (979, 775, 1, 4), (1000, 777, 2, 4)]
